name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Force Gurkha Hard Top BS3 4WD,910000,20000,Diesel,Manual,First Owner,17.0 kmpl,2596 CC,5,2018
Hyundai Creta 1.6 CRDi SX,850000,59235,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
BMW X4 M Sport X xDrive20d,5800000,21000,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze S i-Dtech,520000,48000,Diesel,Manual,First Owner,25.8 kmpl,1498 CC,5,2014
Mahindra Xylo D4,650000,114000,Diesel,Manual,First Owner,14.95 kmpl,2489 CC,7,2018
Maruti Swift Dzire LDi,430000,120000,Diesel,Manual,Second Owner,19.3 kmpl,1248 CC,5,2011
Hyundai i20 Magna Optional 1.4 CRDi,360000,144000,Diesel,Manual,First Owner,21.9 kmpl,1396 CC,5,2013
Hyundai i20 Magna Optional 1.4 CRDi,350000,144000,Diesel,Manual,First Owner,21.9 kmpl,1396 CC,5,2013
Maruti Vitara Brezza ZDi Plus Dual Tone,791000,190000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2016
Toyota Innova 2.5 G (Diesel) 7 Seater,950000,190000,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2015
Maruti Swift VDI,690000,20000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2019
Hyundai Verna CRDi 1.6 EX,860000,40000,Diesel,Manual,Second Owner,22.0 kmpl,1582 CC,5,2017
Maruti Swift Dzire Vdi BSIV,371000,100000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Tata Indica V2 DLX TC,45000,60000,Diesel,Manual,Second Owner,16.8 kmpl,1405 CC,5,2008
Ford Fiesta 1.4 ZXi TDCi Limited Edition,55000,201000,Diesel,Manual,First Owner,17.8 kmpl,1399 CC,5,2006
Volkswagen Vento Diesel Highline,240000,110000,Diesel,Manual,First Owner,20.54 kmpl,1598 CC,5,2011
Maruti Swift VDI BSIV,495000,77215,Diesel,Manual,Second Owner,25.2 kmpl,1248 CC,5,2014
Maruti Swift 1.3 LXI,170000,50000,Petrol,Manual,First Owner,,,,2005
Honda Jazz 1.2 S i VTEC,671000,48228,Petrol,Manual,First Owner,18.7 kmpl,1199 CC,5,2015
Maruti Swift VDI Optional,693000,58559,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2017
Maruti Swift VDI BSIV,352000,72179,Diesel,Manual,First Owner,,,,2010
Honda City i DTec SV,802999,50856,Diesel,Manual,First Owner,26.0 kmpl,1498 CC,5,2016
Honda City i VTEC VX,890000,18300,Petrol,Manual,First Owner,17.8 kmpl,1497 CC,5,2017
Maruti Swift LDI,495000,59292,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2015
Maruti Celerio ZXI Optional AMT BSIV,545000,10000,Petrol,Automatic,First Owner,23.1 kmpl,998 CC,5,2018
Maruti Baleno Zeta Automatic,775000,21147,Petrol,Automatic,First Owner,21.4 kmpl,1197 CC,5,2018
Honda City i-DTEC ZX,925000,69000,Diesel,Manual,First Owner,25.6 kmpl,1498 CC,5,2017
Mahindra Marazzo M8,1450000,10000,Diesel,Manual,First Owner,17.3 kmpl,1497 CC,7,2019
Maruti Swift AMT VDI,790000,16000,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC,5,2018
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1789999,36000,Diesel,Manual,First Owner,13.68 kmpl,2393 CC,8,2017
Maruti Baleno Delta,620000,37000,Petrol,Manual,First Owner,21.01 kmpl,1197 CC,5,2017
Maruti Celerio VDi,375000,61173,Diesel,Manual,First Owner,27.62 kmpl,793 CC,5,2016
Maruti Swift VDI BSIV W ABS,595000,77321,Diesel,Manual,First Owner,,,,2016
Audi A4 35 TDI Premium Plus,2450000,30000,Diesel,Automatic,First Owner,18.25 kmpl,1968 CC,5,2016
Mahindra XUV500 W8 2WD,850000,75000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2014
Maruti Baleno Alpha CVT,750000,51000,Petrol,Automatic,First Owner,19.56 kmpl,1197 CC,5,2017
Maruti Baleno Alpha,775000,17000,Petrol,Manual,First Owner,21.01 kmpl,1197 CC,5,2018
Maruti Swift Vdi BSIII,260000,100000,Diesel,Manual,Second Owner,17.8 kmpl,1248 CC,5,2008
Audi A6 2.0 TDI Premium Plus,2000000,35000,Diesel,Automatic,Second Owner,17.68 kmpl,1968 CC,5,2013
Hyundai EON Sportz,300000,10000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2017
Mahindra XUV500 AT W10 AWD,1300000,91567,Diesel,Automatic,Third Owner,16.0 kmpl,2179 CC,7,2016
Maruti Celerio VXI,380000,50000,Petrol,Manual,First Owner,23.1 kmpl,998 CC,5,2017
Hyundai Grand i10 1.2 Kappa Sportz Option,480000,60000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2017
Maruti Alto 800 LXI,240000,35000,Petrol,Manual,Second Owner,22.74 kmpl,796 CC,5,2016
Hyundai Verna 1.4 VTVT,500000,33400,Petrol,Manual,First Owner,17.43 kmpl,1396 CC,5,2014
Maruti Swift LXI Optional-O,420000,36000,Petrol,Manual,First Owner,20.4 kmpl,1197 CC,5,2015
Ford Figo Diesel ZXI,130000,180000,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC,5,2011
Maruti Alto K10 2010-2014 VXI,110000,80000,Petrol,Manual,First Owner,20.92 kmpl,998 CC,5,2012
Maruti Alto LX BSIII,120000,120000,Petrol,Manual,Second Owner,19.7 kmpl,796 CC,5,2007
Maruti Swift Dzire AMT ZDI,700000,80000,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC,5,2017
Maruti Swift Dzire LDI,550000,120000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Tata Indigo CS LX (TDI) BS-III,190000,110000,Diesel,Manual,Second Owner,19.09 kmpl,1405 CC,5,2014
Toyota Etios Liva 1.4 VD,665000,70000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2018
Mahindra Xylo D4,445000,120000,Diesel,Manual,Second Owner,14.95 kmpl,2489 CC,7,2014
Hyundai i20 Magna 1.4 CRDi (Diesel),340000,92686,Diesel,Manual,Second Owner,21.9 kmpl,1396 CC,5,2012
Hyundai Sonata 2.0L CRDi MT,330000,180000,Diesel,Manual,First Owner,13.6 kmpl,1991 CC,5,2009
Tata Manza Club Class Quadrajet90 LX,270000,80000,Diesel,Manual,First Owner,21.02 kmpl,1248 CC,5,2012
Mahindra XUV500 AT W8 FWD,1044999,70000,Diesel,Automatic,First Owner,16.0 kmpl,2179 CC,7,2015
Maruti Swift Ldi BSIV,279000,117000,Diesel,Manual,First Owner,17.8 kmpl,1248 CC,5,2009
Ford Aspire Trend Plus,620000,15000,Petrol,Manual,First Owner,20.4 kmpl,1194 CC,5,2018
Skoda Octavia L and K 1.9 TDI (MT),250000,100000,Diesel,Manual,Second Owner,16.6 kmpl,1896 CC,5,2007
Hyundai Verna 1.6 SX VTVT AT,475000,83000,Petrol,Automatic,First Owner,15.74 kmpl,1591 CC,5,2012
Chevrolet Cruze LTZ AT,750000,67600,Diesel,Automatic,First Owner,14.81 kmpl,1998 CC,5,2016
Mitsubishi Pajero Sport Anniversary Edition,1250000,160000,Diesel,Manual,Second Owner,13.5 kmpl,2477 CC,7,2015
Hyundai EON Era Plus,250000,80000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2014
Honda Amaze VX i-DTEC,445000,100000,Diesel,Manual,First Owner,25.8 kmpl,1498 CC,5,2013
Volkswagen Jetta 2.0 TDI Comfortline,400000,100000,Diesel,Manual,First Owner,15.0 kmpl,1896 CC,5,2010
Hyundai i20 1.4 CRDi Era,350000,90000,Diesel,Manual,Second Owner,23.0 kmpl,1396 CC,5,2010
Skoda Rapid Ultima 1.6 TDI Elegance,295000,140000,Diesel,Manual,First Owner,20.5 kmpl,1598 CC,5,2012
Maruti Swift Dzire VXI 1.2,600000,25000,Petrol,Manual,First Owner,21.21 kmpl,1197 CC,5,2018
Toyota Innova Crysta 2.4 GX MT 8S BSIV,1650000,20000,Diesel,Manual,First Owner,13.68 kmpl,2393 CC,8,2018
Maruti 800 AC,100000,30000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2012
Ford Aspire Trend Plus,690000,13000,Petrol,Manual,First Owner,20.4 kmpl,1194 CC,5,2018
Hyundai i20 1.2 Asta,710000,42000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2018
Hyundai EON 1.0 Kappa Magna Plus Optional,350000,10000,Petrol,Manual,Second Owner,20.3 kmpl,998 CC,5,2018
Maruti Alto K10 2010-2014 VXI,220000,13000,Petrol,Manual,First Owner,20.92 kmpl,998 CC,5,2012
Renault Triber RXZ BSIV,700000,6500,Petrol,Manual,First Owner,20.0 kmpl,999 CC,7,2019
Hyundai EON Magna Plus,198000,49500,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2013
Hyundai i20 1.4 CRDi Sportz,350000,50000,Diesel,Manual,First Owner,23.0 kmpl,1396 CC,5,2011
Tata Indigo CR4,210000,175000,Diesel,Manual,Second Owner,23.57 kmpl,1396 CC,5,2011
Tata Indigo eCS LX BSIV,210000,175000,Diesel,Manual,Second Owner,23.03 kmpl,1396 CC,5,2011
Hyundai Accent Gvs,70000,120000,Petrol,Manual,Third Owner,,,,2003
Maruti Ritz ZDi,375000,110000,Diesel,Manual,Third Owner,23.2 kmpl,1248 CC,5,2014
Maruti Swift Dzire VXi,380000,112048,Petrol,Manual,Second Owner,17.5 kmpl,1298 CC,5,2012
Honda City 1.5 S MT,360000,98000,Petrol,Manual,Third Owner,17.0 kmpl,1497 CC,5,2010
Mahindra XUV500 W6 2WD,944999,41000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2015
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,620000,120000,Diesel,Manual,First Owner,13.58 kmpl,2499 CC,10,2016
Toyota Platinum Etios 1.4 GXD,780000,116000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2018
Maruti Swift LXI,445000,1000,Petrol,Manual,First Owner,21.21 kmpl,1197 CC,5,2020
Hyundai Xcent 1.2 VTVT S AT,575000,15000,Petrol,Automatic,First Owner,17.36 kmpl,1197 CC,5,2018
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,975000,5000,Diesel,Manual,First Owner,25.1 kmpl,1248 CC,5,2018
Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,3500,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2019
Maruti Swift 1.3 VXi,198000,91000,Petrol,Manual,Second Owner,,,,2009
Ford Figo 1.5D Trend MT,495000,56000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
Toyota Innova 2.5 G (Diesel) 7 Seater,830000,215000,Diesel,Manual,First Owner,12.99 kmpl,2494 CC,7,2013
Mahindra XUV500 W6 2WD,800000,40000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2012
Maruti Swift VDI BSIV W ABS,300000,70000,Diesel,Manual,Third Owner,,,,2010
Maruti Ritz VDi,300000,120000,Diesel,Manual,Second Owner,23.2 kmpl,1248 CC,5,2013
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,200000,120000,Diesel,Manual,Second Owner,10.5 kmpl,2179 CC,7,2003
Honda Brio 1.2 S MT,480000,30400,Petrol,Manual,First Owner,18.5 kmpl,1198 CC,5,2017
Honda BR-V i-DTEC VX MT,950000,24000,Diesel,Manual,First Owner,21.9 kmpl,1498 CC,7,2017
Honda BR-V i-VTEC VX MT,840000,30646,Petrol,Manual,First Owner,15.4 kmpl,1497 CC,7,2017
Hyundai Verna 1.6 CRDi S,800000,15000,Diesel,Manual,First Owner,23.9 kmpl,1582 CC,5,2017
Volkswagen Vento 1.5 TDI Comfortline,750000,50000,Diesel,Manual,First Owner,22.27 kmpl,1498 CC,5,2017
Hyundai EON Era Plus,254999,34000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2017
Maruti Ertiga SHVS ZDI Plus,725000,54000,Diesel,Manual,Second Owner,24.52 kmpl,1248 CC,7,2016
Mercedes-Benz B Class B200 CDI Sport,1859000,40000,Diesel,Automatic,Second Owner,19.7 kmpl,2143 CC,5,2016
Chevrolet Beat LT,145000,120000,Petrol,Manual,First Owner,18.6 kmpl,1199 CC,5,2012
Tata Nexon 1.2 Revotron XM,750000,15000,Petrol,Manual,First Owner,17.0 kmpl,1198 CC,5,2018
Volkswagen Ameo 1.5 TDI Comfortline AT,655000,50000,Diesel,Automatic,First Owner,22.0 kmpl,1498 CC,5,2017
Ford Figo Diesel ZXI,210000,84000,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC,5,2011
Honda City 1.5 E MT,450000,50000,Petrol,Manual,First Owner,17.0 kmpl,1497 CC,5,2011
Hyundai Santro Sportz AMT BSIV,466000,25000,Petrol,Automatic,Fourth & Above Owner,20.3 kmpl,1086 CC,5,2019
Ford Figo Aspire Facelift,624000,14681,Diesel,Manual,First Owner,,,,2018
Ford Figo 1.5D Titanium MT,580000,52000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2015
Hyundai Santro Sportz BSIV,430000,18500,Petrol,Manual,First Owner,20.3 kmpl,1086 CC,5,2019
Tata Indigo CS eLX BS IV,155000,50000,Diesel,Manual,First Owner,23.03 kmpl,1396 CC,5,2012
Datsun RediGO 1.0 S,240000,35000,Petrol,Manual,First Owner,22.5 kmpl,999 CC,5,2017
Toyota Etios G,540000,15500,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2016
Tata Indigo CS LX (TDI) BS III,250000,120000,Diesel,Manual,First Owner,19.09 kmpl,1396 CC,5,2013
Tata Indigo eCS VX BSIV,260000,60000,Diesel,Manual,First Owner,25.0 kmpl,1396 CC,5,2012
Mahindra Scorpio LX,550000,80000,Diesel,Manual,Second Owner,12.05 kmpl,2179 CC,9,2011
Ford Ecosport 1.0 Ecoboost Titanium Optional,550000,43011,Petrol,Manual,First Owner,18.88 kmpl,999 CC,5,2014
Renault Duster 110PS Diesel RxL,600000,136000,Diesel,Manual,First Owner,19.01 kmpl,1461 CC,5,2015
Ford Figo Aspire 1.5 TDCi Titanium,550000,15000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
Mahindra Bolero SLX,370000,110000,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC,7,2011
Hyundai i10 Magna 1.1L,250000,100000,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC,5,2008
Maruti Alto LXi BSIII,125000,70000,Petrol,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,5,2005
Tata Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Manual,First Owner,17.0 kmpl,1405 CC,5,2010
Honda WR-V i-DTEC S,675000,127991,Diesel,Manual,First Owner,25.5 kmpl,1498 CC,5,2017
Mitsubishi Lancer 2.0 GLd,150000,198000,Diesel,Manual,Second Owner,14.8 kmpl,1998 CC,5,1999
Tata Indigo eCS GLX,290000,65000,Petrol,Manual,First Owner,15.64 kmpl,1193 CC,5,2010
Maruti Esteem Lxi,95000,90000,Petrol,Manual,Third Owner,,,,2002
Maruti Ciaz 1.3 Zeta,889000,20000,Diesel,Manual,First Owner,28.09 kmpl,1248 CC,5,2018
Volkswagen Ameo 1.2 MPI Comfortline,400000,60000,Petrol,Manual,First Owner,17.0 kmpl,1198 CC,5,2016
Renault KWID RXT Optional,390000,13120,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2018
Jeep Compass 2.0 Longitude BSIV,1550000,87500,Diesel,Manual,First Owner,17.1 kmpl,1956 CC,5,2017
Hyundai Verna 1.6 SX CRDi (O),600000,125000,Diesel,Manual,First Owner,22.32 kmpl,1582 CC,5,2014
Hyundai Elite i20 Asta Option CVT BSIV,800000,25000,Petrol,Automatic,First Owner,17.4 kmpl,1197 CC,5,2018
Maruti Ertiga ZDI,600000,120000,Diesel,Manual,Third Owner,20.77 kmpl,1248 CC,7,2013
Hyundai Verna 1.6 VTVT SX,795000,35000,Petrol,Manual,First Owner,17.01 kmpl,1591 CC,5,2015
Hyundai i20 Asta Option 1.4 CRDi,735000,25000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2016
Skoda Octavia L and K 1.9 TDI MT,250000,120000,Diesel,Manual,Third Owner,16.4 kmpl,1896 CC,5,2005
Renault KWID AMT,400000,25000,Petrol,Automatic,First Owner,24.04 kmpl,999 CC,5,2018
Hyundai Accent CRDi,130000,79000,Diesel,Manual,Second Owner,13.1 kmpl,1493 CC,5,2005
Renault Lodgy 85PS RxE,600000,125000,Diesel,Manual,First Owner,21.04 kmpl,1461 CC,8,2015
Mahindra Xylo D2 BSIV,395000,140000,Diesel,Manual,First Owner,14.0 kmpl,2489 CC,8,2014
Hyundai i20 Active 1.4 SX,720000,80000,Diesel,Manual,First Owner,21.19 kmpl,1396 CC,5,2016
Honda City S,450000,110000,Petrol,Manual,Third Owner,16.8 kmpl,1497 CC,5,2011
Ford Figo Aspire 1.2 Ti-VCT Titanium,700000,25000,Petrol,Manual,First Owner,18.16 kmpl,1196 CC,5,2018
Honda Mobilio RS Option i DTEC,1000000,46000,Diesel,Manual,First Owner,24.5 kmpl,1498 CC,7,2015
Hyundai Santro Magna,500000,1000,Petrol,Manual,First Owner,20.3 kmpl,1086 CC,5,2020
Maruti 800 AC BSII,125000,60000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2007
Renault Lodgy 85PS RxZ,690000,80000,Diesel,Manual,First Owner,21.04 kmpl,1461 CC,8,2015
Jeep Compass 2.0 Limited,1550000,120000,Diesel,Manual,First Owner,17.1 kmpl,1956 CC,5,2017
Tata Indica V2 1.2 GLE BSIII,170000,110000,Petrol,Manual,Second Owner,15.3 kmpl,1193 CC,5,2013
Fiat Linea Emotion (Diesel),275000,110000,Diesel,Manual,Third Owner,20.4 kmpl,1248 CC,5,2010
Toyota Innova 2.5 V Diesel 8-seater,500000,200000,Diesel,Manual,Third Owner,12.8 kmpl,2494 CC,8,2007
Volkswagen Jetta 2.0L TDI Highline,950000,80000,Diesel,Manual,Second Owner,19.33 kmpl,1968 CC,5,2013
Maruti Swift Dzire ZDI,802999,24000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2019
Maruti Swift Dzire VDI,470000,150000,Diesel,Manual,First Owner,23.4 kmpl,1248 CC,5,2013
Renault KWID RXT,300000,60000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2015
Renault Duster 110PS Diesel RxL,600000,116000,Diesel,Manual,First Owner,19.01 kmpl,1461 CC,5,2014
Ford Figo Diesel Celebration Edition,275000,104300,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2013
Mahindra KUV 100 D75 K8,700000,30000,Diesel,Manual,First Owner,25.32 kmpl,1198 CC,6,2018
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3250000,33000,Diesel,Automatic,First Owner,11.3 kmpl,2987 CC,7,2014
Volkswagen Ameo 1.5 TDI Comfortline,800000,25000,Diesel,Manual,First Owner,21.66 kmpl,1498 CC,5,2020
Audi A6 2.0 TDI,2200000,60000,Diesel,Automatic,First Owner,17.68 kmpl,1968 CC,5,2014
Hyundai Verna CRDi SX ABS,245000,121000,Diesel,Manual,Second Owner,18.1 kmpl,1493 CC,5,2007
Hyundai Verna CRDi SX,310000,120000,Diesel,Manual,Second Owner,16.8 kmpl,1493 CC,5,2010
Hyundai Verna CRDi SX ABS,245000,120000,Diesel,Manual,Second Owner,18.1 kmpl,1493 CC,5,2007
Volkswagen Polo Petrol Comfortline 1.2L,450000,110000,Petrol,Manual,First Owner,16.47 kmpl,1198 CC,5,2011
Volkswagen Jetta 2.0L TDI Highline AT,850000,84000,Diesel,Automatic,Second Owner,16.96 kmpl,1968 CC,5,2013
Honda CR-V 2.4 4WD AT,325000,120000,Petrol,Automatic,Third Owner,10.1 kmpl,2354 CC,5,2004
Maruti Swift VDI,409999,100000,Diesel,Manual,Third Owner,22.9 kmpl,1248 CC,5,2013
Volvo XC60 Inscription D5 BSIV,5500000,50000,Diesel,Automatic,First Owner,11.2 kmpl,1969 CC,5,2018
Hyundai Creta 1.6 CRDi SX Option,1000000,73500,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
Hyundai Xcent 1.1 CRDi SX,590000,34000,Diesel,Manual,Second Owner,24.4 kmpl,1120 CC,5,2016
Nissan Kicks XV D BSIV,1200000,23000,Diesel,Manual,First Owner,20.45 kmpl,1461 CC,5,2019
Ford Fiesta 1.4 SXi TDCi ABS,175000,163000,Diesel,Manual,Third Owner,17.8 kmpl,1399 CC,5,2008
Chevrolet Optra Magnum 2.0 LT,300000,119000,Diesel,Manual,Second Owner,16.52 kmpl,1991 CC,5,2011
Toyota Innova Crysta 2.8 ZX AT BSIV,2175000,50000,Diesel,Automatic,First Owner,11.36 kmpl,2755 CC,7,2017
Honda City i-DTEC VX,1110000,10500,Diesel,Manual,First Owner,25.6 kmpl,1498 CC,5,2019
Mitsubishi Lancer 2.0 LXd,150000,280000,Diesel,Manual,Second Owner,14.8 kmpl,1998 CC,5,2000
Volkswagen Vento Diesel Highline,325000,155000,Diesel,Manual,Second Owner,20.54 kmpl,1598 CC,5,2013
Ford Fiesta 1.4 SXi TDCi ABS,325000,163000,Diesel,Manual,First Owner,17.8 kmpl,1399 CC,5,2010
Honda City 2017-2020 GXi,280000,75000,Petrol,Manual,First Owner,17.7 kmpl,1497 CC,5,2008
Maruti Estilo LXI,160000,56000,Petrol,Manual,Third Owner,,,,2008
Honda City i DTec E,765000,80000,Diesel,Manual,First Owner,26.0 kmpl,1498 CC,5,2016
Honda City i DTEC V,640000,120000,Diesel,Manual,Second Owner,26.0 kmpl,1498 CC,5,2014
Tata Indica V2 DLE BSIII,65000,120000,Diesel,Manual,Third Owner,17.88 kmpl,1396 CC,5,2007
Skoda Octavia Ambiente 1.9 TDI MT,195000,175000,Diesel,Manual,Second Owner,18.7 kmpl,1896 CC,5,2007
Maruti Alto 800 LXI,295000,15000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2017
Maruti Swift Dzire ZDI,625000,100000,Diesel,Manual,Second Owner,23.4 kmpl,1248 CC,5,2012
Maruti Wagon R LX Minor,160000,80000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2009
Maruti Celerio VXI,330000,84000,Petrol,Manual,Second Owner,23.1 kmpl,998 CC,5,2015
Ford Figo Petrol LXI,180000,50000,Petrol,Manual,Second Owner,15.6 kmpl,1196 CC,5,2010
Fiat Palio 1.2 ELX,70000,50000,Petrol,Manual,Second Owner,,,,2003
Maruti Omni 8 Seater BSIV,150000,35000,Petrol,Manual,Second Owner,14.0 kmpl,796 CC,5,2012
Hyundai i10 Era,300000,30000,Petrol,Manual,First Owner,19.81 kmpl,1086 CC,5,2011
Hyundai i20 1.2 Asta Dual Tone,730000,2388,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2018
Maruti Vitara Brezza LDi,650000,16200,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2017
Maruti Alto 800 CNG LXI Optional,330000,10000,CNG,Manual,Second Owner,33.44 km/kg,796 CC,4,2019
Maruti Alto K10 VXI Airbag,366000,15000,Petrol,Manual,First Owner,23.95 kmpl,998 CC,5,2019
Hyundai Verna VTVT 1.6 SX Option,1149000,5000,Petrol,Manual,First Owner,17.0 kmpl,1591 CC,5,2019
Datsun GO D,150000,42000,Petrol,Manual,First Owner,20.63 kmpl,1198 CC,5,2016
Hyundai Santro Xing GL Plus,187000,120000,Petrol,Manual,Second Owner,17.92 kmpl,1086 CC,5,2013
Tata Safari DICOR 2.2 LX 4x2,425000,60000,Diesel,Manual,Second Owner,13.93 kmpl,2179 CC,7,2011
Maruti 800 Std,150000,76000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2012
Ford Aspire Trend Plus,620000,15000,Petrol,Manual,First Owner,20.4 kmpl,1194 CC,5,2018
Skoda Octavia L and K 1.9 TDI (MT),250000,100000,Diesel,Manual,Second Owner,16.6 kmpl,1896 CC,5,2007
Hyundai Verna 1.6 SX VTVT AT,475000,83000,Petrol,Automatic,First Owner,15.74 kmpl,1591 CC,5,2012
Chevrolet Cruze LTZ AT,750000,67600,Diesel,Automatic,First Owner,14.81 kmpl,1998 CC,5,2016
Mitsubishi Pajero Sport Anniversary Edition,1250000,160000,Diesel,Manual,Second Owner,13.5 kmpl,2477 CC,7,2015
Hyundai EON Era Plus,250000,80000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2014
Honda Amaze VX i-DTEC,445000,100000,Diesel,Manual,First Owner,25.8 kmpl,1498 CC,5,2013
Volkswagen Jetta 2.0 TDI Comfortline,400000,100000,Diesel,Manual,First Owner,15.0 kmpl,1896 CC,5,2010
Hyundai i20 1.4 CRDi Era,350000,90000,Diesel,Manual,Second Owner,23.0 kmpl,1396 CC,5,2010
Skoda Rapid Ultima 1.6 TDI Elegance,295000,140000,Diesel,Manual,First Owner,20.5 kmpl,1598 CC,5,2012
Maruti Swift Dzire VXI 1.2,600000,25000,Petrol,Manual,First Owner,21.21 kmpl,1197 CC,5,2018
Toyota Innova Crysta 2.4 GX MT 8S BSIV,1650000,20000,Diesel,Manual,First Owner,13.68 kmpl,2393 CC,8,2018
Maruti 800 AC,100000,30000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2012
Ford Aspire Trend Plus,690000,13000,Petrol,Manual,First Owner,20.4 kmpl,1194 CC,5,2018
Hyundai i20 1.2 Asta,710000,42000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2018
Hyundai EON 1.0 Kappa Magna Plus Optional,350000,10000,Petrol,Manual,Second Owner,20.3 kmpl,998 CC,5,2018
Maruti Alto K10 2010-2014 VXI,220000,13000,Petrol,Manual,First Owner,20.92 kmpl,998 CC,5,2012
Renault Triber RXZ BSIV,700000,6500,Petrol,Manual,First Owner,20.0 kmpl,999 CC,7,2019
Hyundai EON Magna Plus,198000,49500,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2013
Hyundai i20 1.4 CRDi Sportz,350000,50000,Diesel,Manual,First Owner,23.0 kmpl,1396 CC,5,2011
Maruti Baleno Alpha 1.2,650000,35000,Petrol,Manual,Second Owner,21.4 kmpl,1197 CC,5,2016
Mahindra Verito 1.5 D4 BSIV,380000,120000,Diesel,Manual,Second Owner,21.03 kmpl,1461 CC,5,2015
Tata Zest Revotron 1.2 XT,360000,50000,Petrol,Manual,Second Owner,17.57 kmpl,1193 CC,5,2014
Skoda Rapid 1.6 MPI Elegance,385000,116000,Petrol,Manual,First Owner,15.0 kmpl,1598 CC,5,2012
Hyundai Verna 1.6 SX CRDi (O),590000,110000,Diesel,Manual,Second Owner,22.32 kmpl,1582 CC,5,2012
Mahindra XUV500 W4,750000,70000,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC,7,2013
Fiat Grande Punto 1.3 Emotion (Diesel),254999,100000,Diesel,Manual,Third Owner,20.3 kmpl,1248 CC,5,2011
Hyundai Grand i10 SportZ Edition,499000,20000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2015
Maruti Swift Dzire AMT ZDI Plus,730000,60000,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC,5,2018
Honda Jazz 1.5 V i DTEC,650000,30000,Diesel,Manual,Second Owner,27.3 kmpl,1498 CC,5,2016
Renault Pulse RxL,220000,75000,Diesel,Manual,First Owner,23.08 kmpl,1461 CC,5,2012
Maruti Swift 1.3 ZXI,229999,110000,Petrol,Manual,Third Owner,,,,2006
